Amazon (Amazon Instant Video), 5130, 1685, 37126, 0.4294977470051654, 5, 123, 7.237037037037037, 5, 455, 22.033234421364984, 3.9367172703191735, 0.4835174599044588, -2.3670391099835904, 0.22098750179966764, 0.5627369180225539
Amazon (Apps for Android), 87271, 13209, 752937, 0.06531587462386522, 5, 565, 8.627573879066356, 5, 6282, 57.001816942993415, 6.061739892563851, 0.8200000122054742, -3.1849812532781416, 0.28917440836806974, 0.7388814214034938
Amazon (Automotive), 2928, 1835, 20473, 0.38104331382796564, 5, 51, 6.992144808743169, 5, 169, 11.156948228882834, 3.7302071409744624, 0.2029350037982461, -2.4190256545414446, 0.1945734989218869, 0.378379271407679
Amazon (Baby), 19445, 7050, 160792, 0.11729172479570493, 5, 125, 8.269066598097197, 5, 780, 22.807375886524824, 5.136997064474877, 0.44061883049207984, -2.9307326272905843, 0.2626135707441829, 0.5487690385859038
Amazon (Beauty), 22363, 12101, 198502, 0.07335227064174271, 5, 204, 8.876358270357287, 5, 431, 16.403768283612923, 5.432351324735593, 0.2667088028569343, -3.1345864378954613, 0.310401467986094, 0.49856838478758203
Amazon (Books), 603668, 367982, 8898041, 0.004005619311926973, 5, 23222, 14.739958056415116, 5, 7440, 24.180641987923323, 8.346624730319286, 0.21497157934107905, -4.397330327779733, 0.5131623382506835, 0.5995147118414772
Amazon (CDs & Vinyl), 75258, 64443, 1097592, 0.022631456790394532, 5, 3583, 14.584389699433947, 5, 1026, 17.031981751315115, 6.685728422481578, 0.06737692282586341, -3.6452874895421132, 0.5118338061870094, 0.5110671480352422
Amazon (Cell Phones & Accessories), 27879, 10429, 194439, 0.06687495757310012, 5, 152, 6.9743893252986116, 5, 837, 18.644069421804584, 5.463519859327542, 0.42703452441172335, -3.1747364804963127, 0.20207745222482143, 0.5323347242464058
Amazon (Clothing Shoes & Jewelry), 39387, 23033, 278677, 0.03071833809100676, 5, 136, 7.075354812501587, 5, 441, 12.099031823904832, 5.957703410641538, 0.23300239545184181, -3.5126022839995406, 0.20038952846903402, 0.4050869535299225
Amazon (Digital Music), 5541, 3568, 64706, 0.3272891118227514, 5, 578, 11.677675509835769, 5, 272, 18.135089686098656, 4.29601299586399, 0.19116330445581842, -2.485068442458425, 0.4255922323309105, 0.48421502271407013
Amazon (Electronics), 192403, 63001, 1689188, 0.013935376448339807, 5, 431, 8.779426516218562, 5, 4915, 26.81208234789924, 7.083559282354558, 0.48486439643040496, -3.8558812948209003, 0.29900285556218775, 0.6197218198938244
Amazon (Grocery & Gourmet Food), 14681, 8713, 151254, 0.11824519884614812, 5, 204, 10.302704175464887, 5, 742, 17.359577642603007, 5.1069233526993125, 0.22658792463116267, -2.9272164840527757, 0.36771996633503756, 0.5470134809553983
Amazon (Health & Personal Care), 38609, 18534, 346355, 0.04840204929040378, 5, 292, 8.970835815483436, 5, 1089, 18.687547210531996, 5.854657711925147, 0.31871939455495796, -3.3151362504077944, 0.32252351896474263, 0.5207178290624372
Amazon (Home & Kitchen), 66519, 28237, 551682, 0.02937139329503578, 5, 277, 8.293600324719254, 5, 1064, 19.53755710592485, 6.27376426554753, 0.37212715788819317, -3.5320754512983314, 0.27817380810351755, 0.5304508121617619
Amazon (Kindle Store), 68223, 61934, 982619, 0.023255475011485758, 5, 1173, 14.40304589361359, 5, 1113, 15.86558271708593, 6.6258599426863105, 0.04200168314097123, -3.6334747852532936, 0.48463259767335953, 0.4637429247194096
Amazon (Movies & TV), 123960, 50052, 1697533, 0.027359945140758034, 5, 2368, 13.694199741852211, 5, 2213, 33.91538799648366, 6.792703003460701, 0.39386013167378925, -3.562884777751993, 0.49954969370122604, 0.6411032212705239
Amazon (Musical Instruments), 1429, 900, 10261, 0.7978384262499028, 5, 42, 7.1805458362491255, 5, 163, 11.401111111111112, 3.109274738230295, 0.20078971935164533, -2.0980850506203037, 0.20799333207480564, 0.3870097016157966
Amazon (Office Products), 4905, 2420, 53258, 0.44867355793127267, 5, 94, 10.8579001019368, 5, 311, 22.007438016528926, 4.074454377696399, 0.30682364573553605, -2.3480695243669025, 0.3583027827662668, 0.5315727486139847
Amazon (Patio Lawn & Garden), 1686, 962, 13272, 0.8182833805609605, 5, 66, 7.871886120996441, 5, 296, 13.796257796257796, 3.2100326423265364, 0.24368249825091054, -2.087096269310232, 0.25186593362067766, 0.4350850360255305
Amazon (Pet Supplies), 19856, 8510, 157836, 0.09340814380578946, 5, 147, 7.949033037872684, 5, 520, 18.547121034077556, 5.227821324239242, 0.36796220407006675, -3.029615258076835, 0.25053398506536817, 0.5253059571129559
Amazon (Sports & Outdoors), 35598, 18357, 296337, 0.045348045456958995, 5, 296, 8.324540704533963, 5, 1042, 16.142997221768262, 5.815227306637409, 0.28762389080478623, -3.3434414266976047, 0.27165295977586146, 0.48964983779617355
Amazon (Tools & Home Improvement), 16638, 10217, 134476, 0.07910797527997544, 5, 142, 8.08246183435509, 5, 504, 13.161984927082313, 5.230424513342519, 0.21177772658049182, -3.1017797308450987, 0.2643439592516045, 0.4179329316285564
Amazon (Toys & Games), 19412, 11924, 167597, 0.07240590571801228, 5, 550, 8.633680197815783, 5, 309, 14.055434417980543, 5.364492250003841, 0.21164831528265474, -3.1402260095467343, 0.30328416222770893, 0.4358193604807399
Amazon (Video Games), 24303, 10672, 231780, 0.08936557520523777, 5, 773, 9.537094185902975, 5, 802, 21.718515742128936, 5.413905703464096, 0.35741407031914807, -3.0488297449356314, 0.3435704527817489, 0.5369845598002227
Amazon Fine Food, 5012, 17666, 175437, 0.1981398837288413, 5, 564, 35.00339185953711, 5, 230, 9.930770972489528, 4.947149288423, -0.5471271637787748, -2.7030280961932585, 0.6639599311436918, 0.3161024840211425
BookCrossing, 15798, 38094, 585584, 0.09730395994801087, 5, 7221, 37.06697050259527, 5, 1466, 15.37207959258676, 5.779458686947708, -0.38225446796828394, -3.0118694850289294, 0.7024153467814138, 0.49975490068540296
