userID,itemID
24145,9658
24145,9683
24145,9664
24145,9656
1416,8142
1416,4809
1416,3263
1416,572
1416,2129
1416,1257
1416,4180
1416,1096
1416,1056
1416,975
1416,777
1416,932
1416,643
1416,606
1416,604
1416,180
1416,774
1416,763
1416,6743
1416,668
1416,617
1416,3235
1416,127
1416,117
1416,105
7930,1994
7930,2387
7930,2532
7930,2998
19870,8218
19870,5997
19870,6209
19641,5843
19641,6356
19641,6385
19641,8791
14038,3906
14038,9223
14038,7699
14038,8721
14038,9469
14038,9217
14038,8020
2039,2954
2039,3296
2039,178
2039,1560
2039,3488
18606,8566
18606,8572
18606,8585
18606,9102
18606,9134
18606,9262
22900,7573
22900,7585
22900,8595
22900,8615
10154,8254
10154,8323
10154,8767
10154,4096
10154,6167
10154,8314
10154,9528
10154,6792
10154,4889
10154,8718
10154,6537
10154,8717
10154,9883
10154,9589
10154,9714
10154,6454
10154,7591
10154,4993
10154,4217
10154,7331
10154,9197
10154,7589
10154,4593
10154,9645
10154,2988
10154,8956
10154,4266
10154,7816
10154,7138
10154,8713
10154,7868
10154,9784
10154,9278
10154,10581
5078,6738
5078,4015
5078,6986
17254,8596
17254,8839
17254,9403
17254,8573
17254,9262
19899,8645
19899,9403
19899,6009
19899,9005
19899,8610
19899,9002
19899,9501
19899,8643
21916,6885
21916,6949
21916,7949
21916,8596
21916,8599
14245,5004
14245,3993
14245,4392
10646,9000
10646,9572
10646,6291
10646,6026
10646,6160
10646,8079
10646,9400
10646,9403
10646,8615
10646,10226
10646,10078
10646,3242
20239,6695
20239,6240
20239,6889
20239,6945
20239,7579
20239,7850
20239,8728
20239,6947
6498,1470
6498,1566
6498,1686
6498,1689
8234,3224
8234,3153
8234,2685
8234,3768
8234,2119
8234,3862
8234,3909
8234,4031
8234,3935
8234,3662
8234,4522
8234,3864
8234,5142
8234,4961
8234,5044
8234,3865
19589,5963
19589,5821
19589,9083
19589,6823
1141,6268
1141,1371
1141,90
103,3299
103,2153
103,8
103,7525
103,81
11449,3620
11449,4066
11449,4929
11449,5653
11449,4619
11449,5093
11449,7135
11449,3437
11449,7252
6165,1392
6165,1394
6165,1395
6165,1785
6165,2802
6165,2988
6165,3404
23284,7944
23284,8401
23284,10055
7395,1819
7395,1757
7395,2274
7395,2923
7395,3350
15853,5424
15853,5817
15853,6592
15853,6797
15853,6844
15853,8151
15853,8562
15853,6788
15853,6795
15853,8718
15853,7816
15853,6820
2832,4883
2832,4709
2832,5168
2832,4225
2832,5076
2832,5037
2832,5136
2832,5794
2832,6351
2832,7355
2832,7239
2832,7254
2832,7277
2832,6703
2832,6661
2832,6894
2832,7492
2832,6890
2832,8396
2832,1056
2832,7809
2832,3957
2832,9740
2832,7613
2832,5823
2832,4042
2832,7515
2832,381
2832,9638
2832,9382
2832,6596
2832,6877
2832,6595
2832,7468
7844,2800
7844,3743
7844,3412
7844,2993
7844,1949
7844,1942
7844,5820
7844,4639
7844,5968
7844,5845
7844,6150
7844,5322
7844,6182
7844,5801
9965,2917
9965,4880
9965,7093
19572,6563
19572,5814
19572,10308
13783,3862
13783,8036
13783,6346
13783,6782
13783,4514
13783,5060
13783,6255
13783,6310
13783,7702
13783,4946
16518,4679
16518,5099
16518,5179
16127,5727
16127,6053
16127,4543
16127,5443
16127,5914
16127,5180
16127,8827
16127,8663
16127,7734
16127,8160
16127,8654
16127,8602
3646,7337
3646,7698
3646,3731
3646,5017
3646,5434
3646,6426
3646,6885
3646,7208
15170,6593
15170,8484
15170,4767
15170,6006
5172,1634
5172,1872
5172,1914
5172,1166
2607,9830
2607,1221
2607,8545
2607,9763
2607,9663
2607,297
2607,9770
2607,9730
2607,9649
2607,9180
2607,9660
2607,10467
2607,9647
2607,9646
2607,10348
2607,10349
2607,10378
2607,10379
18535,5612
18535,5854
18535,6108
5792,1341
5792,1346
5792,1356
4361,918
4361,1042
4361,1060
4361,1220
4361,1515
4361,1702
4361,1722
4361,2208
4361,2268
4361,2647
4361,3644
3725,714
3725,7542
3725,8118
3725,8571
18085,5446
18085,5170
18085,6667
20379,6823
20379,7591
20379,9918
20379,10263
20379,6321
16553,4825
16553,5150
16553,4690
16553,5446
16553,6083
16553,6884
16553,6023
16553,6339
16553,6240
16553,6885
16553,6883
16553,7567
16553,6900
16553,7562
16553,6880
16553,6950
16553,7603
16553,6944
16553,7576
16553,6898
16553,7640
16553,9405
6289,1405
6289,1425
6289,1494
6289,1572
6289,1595
707,107
707,127
707,788
707,877
5973,1343
5973,2063
5973,2167
14015,5648
14015,6570
14015,9171
14015,8659
14015,8643
14015,10054
14015,10401
14015,10058
14015,10299
14015,7163
14015,10056
14015,10576
14015,10080
14015,10196
14015,8410
14015,3898
14015,10209
14015,10057
14015,10505
24204,10055
24204,10058
24204,10059
2911,567
2911,7347
2911,10463
2911,393
2911,8490
2911,9532
2911,741
3897,1544
3897,979
3897,1004
3897,797
3897,1503
3897,1730
3897,1825
3452,905
3452,605
3452,4910
3452,4661
3452,4364
3452,4634
3452,5394
3452,5541
3452,5062
3452,5481
3452,5884
3452,5937
3452,6142
3452,6157
3452,6569
3452,7348
3452,7698
3452,6950
3452,8082
3452,8393
3452,8807
3452,8828
3452,8462
3452,8620
3452,8798
3452,9510
15133,4262
15133,4568
15133,4973
15476,4339
15476,5343
15476,5384
13026,3828
13026,4327
13026,4034
17490,5829
17490,5051
17490,8815
17490,7792
17490,10532
18779,5401
18779,5571
18779,8165
18779,6512
18779,8609
18779,10142
3930,2462
3930,2825
3930,3217
3930,4950
3930,3230
3930,3890
3930,4383
3930,1768
3930,2268
3930,4830
3930,3227
3930,1133
3930,3452
3930,810
3930,3982
3930,3214
6562,3864
6562,6588
6562,1482
6562,2258
22563,7215
22563,7515
22563,8934
2082,872
2082,847
2082,285
2082,188
2082,1431
2082,1565
15719,5987
15719,4439
15719,8152
16170,4559
16170,7341
16170,6909
16170,5147
16170,6492
16170,6397
16170,4835
16170,7493
12893,5795
12893,7251
12893,7636
22293,9879
22293,9925
22293,9370
19921,6017
19921,6115
19921,6346
19921,6454
19921,6654
19921,6513
19921,6646
19921,6274
19921,6770
19921,6576
19921,6595
20408,8151
20408,6325
20408,8163
20408,7265
18067,6326
18067,7560
18067,7631
18067,5164
19513,6689
19513,5793
19513,7824
19513,8717
7799,4744
7799,4043
7799,1919
7799,4996
7799,6406
7799,6034
7799,6373
7799,6422
7799,8197
7799,7818
7799,6872
7799,7603
7799,5151
7799,6890
7799,9250
7799,10054
7799,10626
7799,10313
7799,10610
7799,10057
8130,2085
8130,2598
8130,2838
8130,2807
8130,2805
8130,3185
8130,3331
8130,3640
8130,3727
8130,3927
8130,3935
8130,4292
16998,4875
16998,7544
16998,7186
21596,6823
21596,10307
21596,10310
463,7913
463,36
463,580
463,63
463,3854
463,5678
463,8012
463,214
201,19
201,2665
201,3479
4193,1727
4193,868
4193,1777
4193,1804
4193,1810
4193,2352
4193,2524
4193,1556
4193,1981
4193,1806
4193,3289
4193,3547
4193,3072
4193,3611
4193,3392
4193,3733
4193,3533
4193,3313
4193,3317
4193,4443
4193,4929
4193,6086
17578,5074
17578,6423
17578,7214
17578,6587
17578,5147
15863,7554
15863,4500
15863,6239
15863,6588
14356,4058
14356,4686
14356,6578
13541,3854
13541,4427
13541,4340
13541,5097
13541,5136
13795,3864
13795,4500
13795,4491
13795,8495
13795,8116
8501,2230
8501,2877
8501,3557
8501,5926
19307,8616
19307,8610
19307,5642
18,8031
18,0
18,8365
18,6928
18,7560
18,8840
18,9375
15681,7375
15681,4431
15681,4433
15071,4240
15071,4267
15071,5174
15071,6278
12258,3757
12258,6801
12258,7397
12258,8165
12258,8315
19700,5902
19700,6034
19700,7276
8121,5012
8121,8653
8121,3513
8121,6023
8121,2085
8121,3768
8121,3864
8121,5499
8121,6588
8121,6701
8121,8367
15650,7917
15650,7971
15650,4412
22031,9168
22031,6899
22031,7585
16665,4732
16665,5883
16665,8462
6471,1467
6471,1470
6471,1549
6471,1801
6471,1829
6471,2175
6471,6156
6471,9546
6471,10548
18905,6373
18905,5448
18905,5515
8521,3059
8521,3520
8521,2245
8521,3936
8521,4320
8521,6535
8521,4660
8521,5596
8521,5372
8521,3821
8521,6758
8521,6427
8521,5258
8521,4543
14223,3990
14223,3987
14223,6117
14223,5259
14223,6301
14223,6324
23221,7816
23221,8566
23221,8567
23221,9132
23221,9390
14295,4022
14295,6528
14295,5071
14295,7404
14295,8027
14295,8065
14295,8089
14295,8898
14295,9637
9360,9556
9360,6429
9360,7748
9360,9285
9360,2604
9360,2616
9360,3543
21667,6834
21667,7163
21667,8257
7596,1848
7596,1821
7596,3951
7596,3519
1089,306
1089,86
1089,928
1089,391
1089,2564
18145,8206
18145,6622
18145,6876
18145,7135
18145,8877
18145,5187
18145,6107
18145,9245
18145,10336
7110,1691
7110,2673
7110,1689
16320,4623
16320,4861
16320,5187
12588,3763
12588,6615
12588,7557
12588,8898
12588,8027
11220,3351
11220,3960
11220,4197
425,1243
425,1405
425,1242
425,35
425,39
425,1040
425,46
347,648
347,2983
347,328
347,5765
3015,1187
3015,418
3015,463
3015,465
3015,551
3015,695
4526,2601
4526,2822
4526,979
4526,1017
4526,2300
4526,2644
4526,2789
4526,2790
4526,978
6925,9880
6925,4346
6925,5318
6925,5353
6925,1661
6925,4688
6925,4921
7561,2016
7561,2092
7561,1810
16317,4623
16317,5234
16317,6274
11788,5821
11788,3513
11788,10321
11788,10340
11788,9100
4126,853
4126,4374
4126,6136
4169,889
4169,916
4169,965
4169,968
4169,944
4169,856
4169,1020
1025,81
1025,427
1025,1115
2923,474
2923,401
2923,1026
2923,1037
2923,917
2923,878
14122,3942
14122,4000
14122,4393
2190,2089
2190,211
2190,1547
2190,2118
21249,6708
21249,8412
21249,9403
12704,3737
12704,4884
12704,6582
12704,7896
12704,6802
12704,8557
13449,5064
13449,5843
13449,6325
13449,5497
13449,6573
13449,6702
13449,5354
13449,6315
13449,3852
13449,6269
13449,5180
736,47
736,403
736,287
736,570
736,865
736,1256
12609,4230
12609,4939
12609,5151
14914,4207
14914,4267
14914,4587
16927,4835
16927,7946
16927,8367
16927,8876
16927,8998
16927,9597
17632,6798
17632,6824
17632,8340
17632,5081
5417,1225
5417,4726
5417,5428
5417,6901
3568,1387
3568,1433
3568,2378
3568,5608
8841,5171
8841,7388
8841,8522
5531,1240
5531,1255
5531,1823
5531,1952
5660,1271
5660,3854
5660,4166
5660,4167
5660,4278
16937,6798
16937,4839
16937,6070
13368,7025
13368,6460
13368,4514
13368,5051
13368,5843
13368,5074
13368,6724
13368,6775
13368,4668
13368,6033
13368,5443
13368,6053
13368,6643
13368,5690
13368,6157
13368,5481
13368,3852
13368,5702
5666,2634
5666,3008
5666,2740
5666,2958
5666,3080
5666,3323
5666,3884
5666,3927
5666,1273
5666,4286
5666,3985
5666,4436
20838,9380
20838,9510
20838,6534
20838,9657
20008,7491
20008,6053
20008,6653
12175,3536
12175,7912
12175,5382
4787,1711
4787,1651
4787,1722
4787,1712
4787,1198
4787,1408
4787,1797
4787,1871
4787,1825
4787,1017
4787,1977
4787,1925
7335,3559
7335,3460
7335,1755
7335,5509
7335,3575
14724,4161
14724,5951
14724,5563
14724,6218
16348,4635
16348,6908
16348,7493
16348,6589
16348,6848
16976,4862
16976,5946
16976,5286
16976,5472
16976,7046
16976,7218
16976,8348
16976,9700
16976,9854
16586,6818
16586,4703
16586,5923
10456,7339
10456,3159
10456,5390
10456,6070
10456,7123
10456,8212
2935,1046
2935,623
2935,1413
2935,403
2935,1384
2935,1482
2935,1510
2935,1392
2935,1485
2935,1423
2935,1395
2935,1581
2935,1494
2935,1405
2935,402
2935,1627
2935,961
2935,1733
2935,1661
2935,1055
2935,779
2935,1633
8898,8309
8898,10409
8898,2420
8898,5920
8898,6574
8898,7901
8898,8615
8898,8010
8898,8046
10247,3055
10247,3268
10247,3454
10247,3675
9020,2460
9020,3543
9020,3729
4824,1030
4824,6543
4824,6862
4824,7372
4824,7637
4824,7493
4824,7734
4824,9286
4824,10263
6299,1407
6299,8719
6299,9770
6299,10225
12650,4875
12650,4122
12650,3709
23112,10054
23112,10208
23112,7640
23112,8097
15540,6991
15540,8696
15540,8555
15540,7700
15540,9023
15540,5237
15540,6051
15540,7128
15540,9242
15540,8385
15540,7537
15540,9861
15540,6714
15540,7713
15540,7718
15540,7807
15540,5692
15540,6795
15540,8347
15540,4447
15540,8013
15540,5033
15540,4595
15540,8924
15540,7151
15540,7419
15540,6254
15540,7799
15540,8850
5003,1360
5003,1118
5003,1785
5003,1406
5003,1724
5003,3323
5003,3860
5003,4004
20813,8160
20813,8656
20813,6512
20813,6948
20813,8451
20813,8633
20813,9267
22968,10392
22968,10522
22968,7590
22968,8518
22968,9045
22968,10108
22968,10109
22968,10390
17130,6306
17130,6479
17130,7476
17130,9051
17130,4918
22285,6961
22285,8676
22285,9180
22285,9632
2602,946
2602,297
2602,581
2602,2140
22866,9405
22866,7554
22866,9097
22866,9132
7539,8218
7539,1803
7539,3855
4072,844
4072,1475
4072,2043
4072,3693
4072,3543
14833,4486
14833,4170
14833,5616
14833,5569
16982,7786
16982,4864
16982,6279
16982,9211
16982,7777
16982,8427
22967,8498
22967,9578
22967,8206
22967,7589
9833,2861
9833,3330
9833,3334
9833,3560
9833,3802
9833,3329
9833,3641
9833,3629
9833,5348
23475,8250
23475,8879
23475,9597
23475,8894
5151,3323
5151,3322
5151,3860
6866,1636
6866,7049
6866,7465
20987,6757
20987,7338
20987,6583
20987,9153
16056,9779
16056,4540
16056,9523
4736,1831
4736,1517
4736,1004
13021,3827
13021,4105
13021,4114
13021,4880
13021,5692
13021,6475
13021,6668
13021,7316
13021,7713
14453,4099
14453,9830
14453,9954
21238,7865
21238,6704
21238,10043
14883,4233
14883,5720
14883,4190
14883,5933
9488,2776
9488,3023
9488,3128
9488,3181
9488,3529
9488,3649
9488,3709
9488,3737
9488,3711
9488,3229
9488,3884
9488,3892
9488,3878
9488,4092
9488,4217
9488,4266
9488,3959
9488,4286
9488,4840
9488,4593
9488,4935
9488,2683
9488,5306
9488,5750
9488,5584
9488,5962
9488,6538
9488,5818
9488,5990
9488,6580
9488,7151
9488,7264
9488,5903
9488,8318
9488,7402
9488,8376
9488,8498
9488,7868
9488,7756
9488,9025
9488,8716
9488,9278
9488,9107
16953,4847
16953,5163
16953,5029
16953,5322
16953,6302
16953,5295
16953,5331
16953,6374
19385,5702
19385,8619
19385,8996
19385,7614
12502,3862
12502,3946
12502,4053
12502,3985
12502,4208
12502,4079
12502,3640
881,70
881,242
881,682
881,62
881,1591
881,2483
881,6049
881,5904
1584,307
1584,1672
1584,654
1584,1229
1584,120
1584,176
1584,484
1526,866
1526,990
1526,1042
1526,925
1526,127
1526,883
1526,117
1526,975
1526,1080
1526,1157
14438,4090
14438,6149
14438,6895
14438,8606
14438,8626
14438,8206
14438,8742
14438,9817
14438,6512
14438,8615
14438,8713
14438,8344
22634,7301
22634,9250
22634,8390
22634,10053
22634,10019
4791,2786
4791,2809
4791,1017
3372,580
3372,966
3372,995
3372,1623
3372,1793
14279,7272
14279,8403
14279,9005
14279,4014
4679,991
4679,4981
4679,5573
4679,4321
4679,2686
4679,4583
4679,5071
4679,7697
4679,7115
4679,9481
15027,4234
15027,5659
15027,7073
15027,4310
21529,6807
21529,6930
21529,7727
8290,5935
8290,2155
8290,7574
2194,2852
2194,3499
2194,6249
2194,2483
2996,411
2996,1046
2996,3856
2996,2802
2996,2712
2996,4518
2996,5261
2996,5623
2996,6391
8219,2109
8219,6384
8219,7297
8219,7598
8219,8606
8219,8615
8219,10054
8219,10056
8219,9211
13394,7493
13394,6588
13394,3852
13394,8029
13394,7491
13394,6918
13394,7891
13394,7457
13394,6891
13394,8126
17142,6421
17142,8107
17142,4921
10077,2955
10077,5097
10077,5221
8561,3493
8561,2258
8561,4041
420,1004
420,35
420,40
420,63
420,150
420,328
420,485
420,575
420,825
17188,4929
17188,6034
17188,6373
17188,5444
17188,6318
17188,7276
17188,7357
17188,9245
23268,7945
23268,8656
23268,10277
21686,9641
21686,9329
21686,8273
21686,6838
21686,8712
21686,8159
21686,10054
22884,7988
22884,8763
22884,8440
22884,8664
22884,8720
22884,8428
22884,8723
22884,7568
13198,3850
13198,5434
13198,5394
13198,5541
13198,5631
13198,5640
13198,5803
13198,5390
13198,6154
13198,6814
13198,9182
13198,6126
13198,9163
13198,9002
13198,9480
13198,9546
13198,9751
13198,8401
13198,9359
15455,4334
15455,4705
15455,5159
15455,6043
3205,3648
3205,6797
3205,8554
767,2177
767,1770
767,1294
767,2859
767,2642
767,2178
767,53
767,2156
767,1711
767,1523
767,1320
767,481
767,1321
767,842
767,985
767,1975
767,1248
767,1139
767,1145
767,2640
6319,1408
6319,4698
6319,5655
6319,4694
6319,5060
6319,4609
15493,4340
15493,4981
15493,5443
15493,6903
15493,6908
15493,6911
15493,7912
15493,9167
15493,7163
15493,8624
15493,9548
19755,8404
19755,5933
19755,8401
19755,9359
22862,8404
22862,8615
22862,10409
22862,10054
22862,7554
12770,4297
12770,5094
12770,3748
12770,6427
12770,5158
12770,7115
